poorSignalLevel,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma,attention,meditation
,1135060,260554,38054,13581,58693,21917,18452,11163,54,37
,96698,367459,17170,9316,12084,8306,4156,1978,43,14
,379599,86650,5869,14302,11756,17181,6063,2580,34,11
,768210,149617,50771,44972,58132,22935,19563,6409,30,11
,242499,3485,1144,1943,890,448,123,119,30,11
,426768,42175,4832,15901,4105,7949,3583,2162,37,23
,47265,4116,3427,7028,1318,1074,1221,663,50,60
,37177,81512,13722,37521,6820,23794,17660,2743,50,70
,56692,72790,28354,2076,6935,13837,6629,1671,53,69
,247327,43101,6516,865,19239,26226,21862,2597,67,51
,12513,33415,12342,13805,13391,9472,17368,3459,77,38
,228088,23161,6966,21041,7024,14945,12043,3840,83,40
,24811,42660,17092,2265,10470,11851,4570,3105,87,40
,130354,14341,2265,5319,2041,4642,1314,1029,78,56
,8325,24200,6833,18390,6932,11411,8224,2256,81,57
,29539,83949,11592,7315,2254,3188,2069,1295,57,48
,324012,272996,72209,81709,19845,38111,10464,9665,50,53
,757690,55965,12588,9260,8805,4735,3487,938,37,51
,662978,90023,20281,12551,13859,7302,7933,1959,23,43
,57012,122875,55956,29052,18184,12826,16298,4123,29,53
,105860,32041,12905,951,1496,1763,1053,741,20,51
,161963,94254,134051,17940,46368,9957,12257,4727,14,64
,273952,151372,41745,36079,33058,13584,5586,5610,14,66
,591949,119876,4672,5986,28590,21388,9331,4795,24,43
,26188,93833,15306,11494,17433,14576,11837,4097,38,35
,28071,38185,66448,12738,12161,8383,5825,1176,44,38
,27759,17882,3381,7208,5430,12041,4276,4455,48,51
,18124,50096,8286,7616,8323,8346,4747,5516,48,53
,1301697,33526,42429,24602,5414,14997,14482,3131,54,53
,13415,33795,9501,6255,8263,8068,8550,2887,74,54
,46373,40604,24036,12881,7517,7487,3391,4903,56,64
,64720,16062,13616,4311,6858,2946,1773,563,53,78
,20980,11117,8175,3851,4488,12280,5093,2113,64,64
,506998,56593,6893,42385,17534,8106,4269,1480,57,74
,39050,58253,39324,22639,5084,11111,6151,8916,57,75
,114122,60312,13577,5215,3544,2434,1833,674,48,63
,603235,85978,8152,20107,10758,9093,4493,5031,27,57
,42302,50652,18311,31265,7878,7397,5593,2220,27,60
,29826,30510,37574,5127,5754,7396,2286,1814,29,61
,17052,13477,5093,8588,7820,5592,5680,1836,48,69
,12783,5042,4724,6199,4087,7039,3408,1589,66,80
,3431,6541,4499,3937,3888,2935,6159,2793,77,78
,8872,25270,7938,15423,16032,11348,2634,4658,84,69
,18361,12501,1009,13736,12147,10182,3017,6782,91,66
,63369,39227,66303,11388,12554,8860,5891,1534,48,60
,4600,15112,15049,12466,7265,12905,2444,1663,50,64
,36747,40800,35450,12722,10268,5971,3612,6727,47,90
,10085,58432,9661,6477,4670,4683,3489,2933,44,69
,87678,50670,9215,5343,6680,3243,1651,4211,26,57
,113384,101897,28415,12212,15772,12397,29729,7981,27,48
,317631,31256,2448,5996,1996,2300,2836,517,26,34
,80301,4549,2852,1447,4304,2497,2516,1045,41,40
,70930,14215,10084,6911,6768,2254,2001,859,44,53
,23765,55076,34095,19040,8226,16232,6305,2490,51,61
,69562,29464,18064,12036,14264,10384,2781,1723,63,69
,13006,35201,10783,32264,8779,7738,7319,4507,53,78
,108203,39345,4457,12708,11938,10993,16956,1359,63,54
,6948,40080,40999,2886,14356,15884,6708,6118,63,56
,64386,14610,9496,12560,9737,6235,1562,1764,67,54
,16746,17356,57820,14606,6952,8552,2454,2985,66,80
,93171,15694,18001,20488,3605,4662,4883,1309,57,100
,121561,11067,16752,14271,3098,1276,444,479,38,100
,18496,111005,18985,10113,20979,3814,5569,2714,17,100
,10265,18300,17601,6820,20891,10605,2855,1938,27,83
,64478,32532,10026,3688,36700,7780,3768,3607,44,40
,46530,39912,12451,57942,20229,8372,4503,1568,56,56
,77412,99790,27355,19376,12395,9659,5580,2900,43,54
,18355,53449,25755,11407,8816,9522,3101,3589,47,57
,99236,15932,4838,27160,14805,16804,6319,2493,63,77
,80331,228304,37265,21193,5754,10933,3274,788,56,70
,129286,7439,3950,1900,2842,1317,847,294,56,69
,4589,16713,13189,7491,1815,11194,1454,2040,61,64
,11807,16530,4308,5062,5047,6264,3195,4767,56,56
,24387,124631,37341,32781,4897,4723,2203,1882,53,64
,105788,16082,11757,8770,13535,14985,6045,1516,66,64
,6294,55115,36181,7670,8223,9257,1632,2675,56,63
,73901,35897,12873,14681,11887,13899,4073,2413,54,64
,51638,49970,6387,6688,24578,6467,3598,3718,67,51
,66346,44044,18384,6740,8301,11961,2595,2055,57,48
,85893,16864,24675,1951,7958,7739,3458,4287,64,51
,40088,13489,8242,8965,11459,6828,8159,2495,66,54
,7828,12945,6720,5081,4730,7164,3515,2612,77,66
,22946,14143,1872,16810,10370,7471,6680,4125,80,70
,67640,49791,31465,9129,3023,12462,11196,4009,77,67
,4669,12349,10978,954,5473,6872,12553,3101,80,66
,26693,24466,20784,8910,8379,6834,3453,1718,70,74
,11405,20893,11882,11514,12770,6612,3446,3465,67,74
,71042,26705,8589,4554,6445,4088,3490,2187,64,64
,29130,38601,15962,12099,19235,9241,13484,3151,56,63
,18478,39818,42420,4998,13614,5612,5048,4396,50,63
,1210998,169269,109051,31105,23152,21366,10000,2142,41,64
,214046,14115,3290,10223,6373,6195,3385,893,50,69
,309598,57470,7651,11636,6104,3815,2291,1205,38,64
,255283,27558,6230,4792,5992,4370,4024,889,44,53
,538223,39536,7051,8895,8100,13522,14651,13744,57,43
,627180,257414,11046,22147,10938,7027,4360,2156,35,26
,101461,19717,9780,1292,3753,2432,1801,999,40,30
,26386,46657,19513,18241,9248,15516,7020,2503,48,43
,61958,56347,8781,28113,6494,10013,6109,2484,75,66
,35739,17532,16239,11728,6530,3385,5165,4892,60,78
,21596,45604,9085,10793,14824,9365,5251,1234,56,69
,16922,9708,5976,8803,12958,8700,2372,2818,61,64
,572736,74033,36368,9231,10635,23088,3888,4922,67,61
,81593,17047,3578,4252,1889,1567,1383,376,64,54
,8674,31955,10048,28417,10868,18358,3304,6753,61,60
,17512,13211,26681,6842,13233,6535,2612,2834,56,69
,47257,5643,5371,8361,20166,10242,1487,1785,83,64
,823621,33265,43779,19281,9618,13195,10804,4794,78,70
,81880,29720,4364,2867,1823,3050,3652,1109,70,53
,83291,62948,11414,13403,7484,9490,4420,2190,66,56
,19285,67630,25400,33976,22131,13382,1951,5744,48,61
,25911,29436,6213,6992,7948,7426,2799,2006,51,44
,23607,35327,8589,10188,26130,6501,7793,969,56,48
,120607,121249,29441,9502,22319,9771,9268,2908,50,44
,343614,67395,8538,29872,23346,12099,7051,4412,50,40
,19773,40966,10082,17307,6835,7649,7280,1503,44,47
,14670,25985,23464,5632,5283,7085,3140,2745,47,57
,6991,7169,8376,2499,2617,18346,1862,3104,74,63
,38637,53114,14455,16004,20006,4496,6789,2572,63,63
,635759,27707,32956,12245,8029,5484,3192,4778,60,70
,31664,27658,12342,2706,3765,2454,1033,324,50,64
,14978,29683,19709,16736,30752,16519,3404,4122,37,66
,189014,51348,68745,15389,16472,8887,8514,3713,38,80
,76030,28369,64726,15839,6979,11440,10219,4416,41,87
,579452,22921,5051,5501,19217,4639,6120,2208,51,78
,7766,3520,3672,7934,6074,6159,3650,3351,56,84
,20439,72900,33536,22552,18877,9770,7077,2208,57,77
,2920,5636,8199,1715,8256,14334,3562,3438,78,56
,77742,41018,2530,4495,2073,1675,1696,406,64,53
,132445,91635,13508,4746,5867,5727,5681,2015,44,37
,83095,17424,3713,2422,4296,1260,857,1194,41,26
,150595,44871,9094,9452,13214,9992,9810,1520,24,23
,32938,41772,10345,6584,6342,7298,5542,1069,37,30
,425223,12459,5616,6423,5529,6338,7635,2960,53,44
,3981,8357,3110,8224,5657,7590,5256,2442,74,53
,4760,13069,1900,9124,4243,5996,4750,2199,78,60
,18344,9396,6554,10067,4522,7685,5526,2043,88,70
,129990,46991,13946,16193,3730,10863,10748,1746,60,48
,87318,46528,53003,11851,7866,2901,3977,2830,37,60
,50935,40534,23998,9390,12904,8376,6156,3013,26,53
,58070,74442,11751,12853,7399,14758,2503,1664,38,67
,69135,29880,7456,6372,3408,1793,2658,457,26,66
,41807,27904,15389,1233,4466,4006,5385,1953,40,56
,54848,142073,18956,13263,6520,18403,9382,9479,43,40
,30824,24407,4222,16530,13283,17234,24638,6908,64,40
,49973,130653,5820,11192,9554,15293,15209,5229,64,23
,7310,14453,4479,3175,2508,11039,5608,2496,74,24
,10455,22073,6405,5627,6770,20643,6754,4865,90,27
,1589,6179,3471,10357,5251,11345,6961,3347,94,34
,8191,6059,4014,5127,9015,5885,4881,2217,100,48
,16155,9863,709,5345,9444,13399,7337,5044,100,43
,65118,9095,2836,3981,4733,5134,1146,2088,100,50
,12615,33150,4383,19365,14912,14969,9722,2260,100,43
,14558,24806,1771,12133,5450,7294,5671,4208,93,41
,5640,14229,11465,2915,14116,7246,10780,2886,81,51
,23220,24182,7397,8706,4529,13650,8503,3862,81,51
,12707,14863,16465,15791,8831,8078,7703,5477,78,64
,140441,56027,1055,7945,8349,12439,10205,2786,78,51
,2265,12340,8796,7442,8026,8861,6380,6237,80,53
,3898,14697,239,617,6862,12816,7159,2651,88,30
,30333,14183,13709,2845,10160,10544,8555,5153,94,51
,17091,20653,6636,8277,12606,15364,2913,3303,97,50
,99843,17989,11726,5898,1430,2145,1688,1037,64,75
,64009,4214,1761,4670,993,3060,4560,5108,63,78
,223350,126474,26764,20956,31349,14472,7013,4566,47,77
,456277,49692,4744,3436,17934,7477,8289,4466,50,64
,2104524,159986,1837,32883,8758,25290,24846,11849,56,51
,866742,268273,71593,26572,23985,9229,8533,6671,34,43
,593314,121670,77826,27125,43651,23909,23870,3212,35,50
,269822,16293,7434,6130,4090,3494,1667,546,35,50
,251685,96002,48003,1540,27597,12678,11809,9348,30,61
,20311,30885,35474,33489,6119,5772,3387,4757,23,81
,24590,23893,10660,3210,10139,10679,4965,3047,60,81
,9284,18247,7621,1521,9180,17062,8205,2189,80,78
,71449,22921,1121,707,1957,1147,396,182,78,48
,149971,76258,86517,30442,19553,10192,4507,6631,56,56
,720520,48761,9876,13922,14806,17095,8873,5967,56,54
,68856,33845,39537,12020,11135,11122,9210,6784,40,67
,8416,18643,10996,6933,5211,8200,4005,6521,69,75
,534382,105199,27069,12468,10673,22332,12800,3345,64,74
,7430,13162,4813,5149,4073,8144,7822,2516,75,66
,18182,15246,7655,18108,6421,10216,7008,1391,77,74
,4661,7801,6444,1477,12056,15691,3536,2576,90,66
,3159,10447,10876,9612,5475,14997,4652,2087,100,75
,3510,9865,19406,9728,6831,5804,1850,3404,93,87
,2465,10332,7829,5610,7574,7405,3155,1500,90,96
,3494,18275,6814,2799,3456,17311,5333,1550,93,88
,73813,18771,1495,2923,1446,2642,1426,713,90,69
,50626,44171,4887,3939,7218,7366,3326,2931,80,51
,19664,4418,3886,6323,11972,2749,2823,1523,74,51
,30714,9056,6925,2198,7688,6022,4942,1402,66,54
,3888,863,31631,3225,6331,7419,7409,4160,70,78
,11507,12211,6869,8245,11011,5391,3759,2475,75,90
,16513,4162,16826,6669,4047,6196,4957,1370,77,100
,5490,5936,4272,2457,5383,6763,10180,1860,81,100
,17416,19744,5690,1397,9586,8037,6797,3590,84,77
,19373,9742,7788,1325,9754,8378,3861,775,94,70
,14278,4202,5143,3765,6173,18014,4591,4295,100,56
,7605,7665,7263,4707,14322,7708,4094,2773,100,56
,44255,24431,14950,1450,5568,2204,2057,3603,87,67
,50858,14713,32173,8722,9276,5677,3258,3015,69,80
,3670,10968,21614,3010,5024,7894,7210,5496,53,91
,272450,16346,1083,1587,795,1464,790,1176,37,81
,10093,6053,16991,2191,8303,17799,3308,2167,60,83
,4371,7467,956,3756,2029,11839,4662,1707,81,66
,38627,23691,30638,7254,8888,11469,3191,8301,78,64
,7988,9038,4304,7496,17456,6198,4419,2297,91,75
,29675,44206,20533,14819,6844,5389,5059,2104,69,75
,90471,48810,8796,5674,8342,5363,1558,3079,47,75
,7915,6329,5002,12375,7575,6205,5862,2344,51,75
,33676,61116,7221,4849,16192,8198,5402,2673,43,66
,26954,94210,12405,7498,9295,6365,6867,1810,41,54
,17120,15640,6111,2881,9640,5710,5270,2668,51,51
,94407,12520,6739,2054,1337,3833,1337,676,54,63
,8540,5693,2129,6311,5886,5979,9703,2685,74,74
,16076,22374,10528,4406,4569,11739,1816,2608,74,69
,69560,17233,6048,9385,3503,1496,1000,423,57,78
,28777,14953,10472,15755,7124,14685,3275,1426,64,81
,13844,6469,15849,6419,5205,7811,3605,1239,61,90
,5366,15801,1903,9748,7520,8316,4161,3035,61,88
,4039,29667,5577,12100,7230,9108,2467,1561,75,81
,7074,26013,3772,13633,6864,4675,2326,1439,64,78
,64223,32408,26285,14701,4982,6189,5216,5606,54,77
,4883,4116,7665,7673,7043,7107,2847,3477,54,84
,6193,12636,5531,5901,18025,8660,2060,3442,70,80
,126253,8902,1735,1905,7832,3160,2323,1141,81,64
,11697,2944,6790,5309,5749,13349,1925,2736,90,61
,43812,56231,11703,19775,21834,15518,3696,4774,91,60
,35491,22736,7378,21733,10923,12938,7821,4703,91,69
,6650,8034,2565,20019,4718,10974,6292,5228,81,77
,23607,10830,15262,15446,6196,10675,3745,2163,70,90
,28843,12180,7440,1182,5268,2527,1072,794,66,91
,3482,5594,9081,5865,4396,9476,5588,1570,56,87
,17489,28210,5076,10238,17750,9989,7525,1901,54,74
,32839,33394,6969,3630,4964,7456,4201,1135,66,70
,14325,10397,1243,14248,7932,10468,2744,5366,66,67
,10139,4787,5301,5523,18735,4423,3607,4428,67,70
,643745,65720,23989,21181,14946,17354,17376,4823,69,66
,11356,67195,10845,24597,14823,9954,5664,4040,63,70
,187411,45327,6639,7389,6227,4268,5418,913,48,64
,138557,43679,8531,9586,8278,3360,1699,1253,30,63
,1342648,1267881,583921,358344,291042,453668,100302,23262,30,63
,2478762,40418,50561,11967,18852,13424,12632,2914,30,67
,183813,15970,4499,3142,1953,2441,1344,543,30,67
,82506,3888,6679,4913,2751,2274,1168,734,38,83
,20378,15582,26549,24934,8056,11928,9527,5153,48,96
,149746,51339,9933,4177,6732,19954,4205,1719,61,80
,111265,24501,12320,13678,9358,9774,5374,5688,64,70
,12591,6340,10531,12553,8920,9436,2850,3233,70,67
,47694,63276,20005,12584,11472,5881,3177,2232,60,67
,149143,25444,1775,3810,3939,2751,1783,1760,48,67
,23404,11927,16012,3371,10942,12405,13972,1919,44,51
,6441,14220,7740,4547,3007,7614,5139,4315,60,53
,63376,12066,1576,832,2450,3261,1608,446,78,61
,17671,39035,11969,14125,8499,6681,6051,3021,66,60
,86594,8299,2439,1233,1744,3933,3151,554,67,54
,9931,20378,11626,2890,7732,11085,4806,2139,64,66
,16215,15372,12482,3501,5637,7468,3929,1734,70,67
,1202,7388,18992,9557,6059,7597,3495,2299,77,70
,3589,18274,6386,7215,6565,9302,4843,2682,80,66
,576927,31709,1738,11279,5949,10210,10454,2616,77,66
,71864,48813,21710,20996,16477,10940,4691,4903,61,75
,10896,36641,5036,6430,6179,7331,8895,4606,57,57
,84916,76812,35332,11243,15812,16021,10310,4671,50,57
,13278,23202,5086,10911,14384,8762,13311,3724,40,48
,4931,20527,3911,7924,4139,13369,4459,3934,48,50
,41640,13788,6117,8137,13890,6891,6837,5730,54,50
,148768,22950,832,1269,4705,3005,900,1362,64,43
,10983,17850,9253,5560,8265,7837,7233,4895,64,44
,28461,23248,11905,39211,14945,6872,24021,2729,51,57
,22960,19241,1456,6742,9497,20533,6084,3407,61,50
,963806,105071,17832,36379,13625,29220,13864,6530,66,64
,763590,224371,32504,11622,12603,17770,10098,8027,53,56
,1252305,349977,16796,26609,25502,20794,20945,3850,48,34
,944798,62578,66320,18889,18039,19890,11660,6784,30,48
,120114,26965,6059,5321,1505,3474,2400,1022,24,48
,19377,29857,11437,11532,16710,17238,6095,4535,40,56
,57985,7887,4833,1534,5142,4685,1524,1046,57,67
,41434,30412,27086,15874,15234,22194,4414,4917,66,64
,67202,33432,10166,1683,3875,2337,1577,2014,61,63
,51336,87735,15993,10304,10144,14417,10239,2627,53,57
,7504,42159,18098,6737,9336,12328,17478,2875,47,60
,95396,10595,19138,11542,12384,10418,5941,3618,44,63
,110788,8439,2795,1087,5389,5085,2952,1085,63,60
,12457,13005,14448,4915,10048,11923,12305,3673,70,67
,53155,29170,49023,9989,7962,23436,11147,2644,77,77
,39784,15818,678,26710,16322,21835,4854,7892,81,70
,13405,11752,2389,3840,6533,11716,7330,3256,87,70
,2235,6505,18253,1683,7358,7574,11356,2804,84,77
,13514,13133,25312,10448,11589,23353,10501,10414,90,75
,67159,18233,8151,14854,14340,12806,8704,5354,77,88
,29514,6400,4395,3227,9248,15636,10016,3877,90,75
,41393,19868,21570,18750,16019,26562,10738,11698,88,70
,16298,16398,18299,10593,19399,10889,17127,3644,88,69
,9180,36661,15144,7808,11721,28423,3283,3201,91,64
,8124,19984,11655,3720,16355,7649,6854,4075,77,69
,9107,19799,12611,10320,15547,7512,7434,3251,67,67
,17515,24273,581,3696,11566,17811,11609,2849,77,48
,16376,51874,9532,14688,8431,15250,6977,8149,69,48
,28601,19968,10525,4465,6703,16024,10723,18238,77,48
,155194,41230,17059,10907,13582,17902,14082,9816,81,44
,13660,23107,1594,2954,15009,26335,7649,2287,90,43
,302377,124820,15626,11442,19624,13997,8027,1152,75,37
,18375,17569,1172,4783,11576,23626,16504,3693,88,24
,1178225,54194,32959,46336,14617,14697,25362,10015,77,35
,9683,13204,11390,3856,12319,15441,5333,7284,83,54
,259026,82494,11537,6030,22537,13403,6698,1899,64,57
,402474,55579,7871,689,3734,6014,5151,1912,63,40
,29616,21761,7933,15835,19378,14373,7138,7717,64,43
,95441,38730,3551,7400,2513,4415,3994,854,47,40
,775030,60052,23926,7773,4896,11724,20812,20615,44,50
,56375,22207,24323,12913,20286,11984,7146,4699,53,64
,156153,10613,8040,5450,3017,1571,5336,960,38,74
,40896,36802,18447,4046,18140,10438,7817,3057,44,77
,116963,20609,12316,9812,3570,3684,2270,594,41,81
,441611,27624,6281,11730,3432,8259,3467,5006,41,78
,41836,7832,26284,6580,12437,5785,5627,2528,48,81
,75216,8579,14762,5528,3422,12988,4544,3155,56,90
,15109,88711,35429,6761,5676,6036,2243,831,50,84
,28518,53856,19837,10319,16267,25943,17691,4779,57,80
,58016,69611,4134,21746,3563,12514,3923,1223,48,69
,156974,39422,13945,5563,8830,5521,3278,893,54,67
,108861,2606,878,7815,4419,2461,1269,606,53,66
,10849,13001,4512,20465,19177,7106,7551,2002,48,74
,70836,26120,12746,11044,14484,11887,4603,2442,53,77
,387071,50707,8442,10260,20047,8121,3895,4068,56,74
,7086,13715,6928,2516,10630,5778,4053,2670,57,63
,91338,48548,4378,21618,23438,14427,6403,2554,57,56
,59655,14903,1172,2649,475,4219,3206,1083,57,48
,2547,19004,2520,8377,7547,8220,11644,2808,67,50
,47801,14530,6043,9355,5948,9978,4837,1534,69,54
,156680,62259,37248,33895,38496,30114,16228,7032,70,60
,1324168,376933,14410,37418,18951,9880,4930,5058,48,56
,63093,57028,34568,29317,23009,14906,7490,5528,40,64
,121432,52585,12967,2999,3178,1937,1499,1221,16,57
,26369,35015,24216,31274,6177,14373,9450,1750,14,63
,17056,17947,4408,5559,8236,8298,3264,3147,40,70
,11617,5745,6006,2370,6129,8943,9386,2739,56,66
,5542,3205,10818,4899,5822,6678,2807,2499,80,78
,47773,23385,16018,9147,12735,16935,12140,2569,88,70
,21332,27643,18286,7803,6799,7925,6596,2394,81,80
,56891,39404,3770,21913,11099,8401,2902,1764,66,80
,20637,38390,39657,23561,19305,11092,5530,7097,54,78
,1484507,162934,78591,14070,26528,17055,5230,4775,38,78
,409901,31199,6624,17210,14249,8116,7112,3538,37,63
,3325,24540,2447,8224,4682,13853,8730,1562,48,50
,48594,15038,13086,5730,3371,7987,4856,2363,60,54
,107303,35669,19553,10301,13402,13106,3446,1988,64,67
,701916,100440,12818,12513,16723,16882,5311,1906,64,60
,5307,17194,4130,3775,10839,19029,4064,3033,67,47
,52775,21984,24402,9822,5033,10744,6351,4164,67,53
,13598,9906,9321,1618,7745,12017,4913,1926,81,60
,472687,111395,8808,28531,20852,9940,6628,5926,70,60
,52627,26336,15271,1053,8910,10906,11020,6415,61,66
,19001,11429,32175,16180,17916,11156,11664,4438,60,67
,14776,18702,2376,3364,7888,19000,4162,1790,64,57
,7668,3532,10872,4338,7440,21823,11271,6443,87,70
,76562,4941,5556,1671,938,3767,3712,1077,93,66
,104216,8774,733,1947,5702,2947,1286,1205,81,67
,23013,8317,4292,10528,8091,9689,7417,2782,91,64
,55511,33352,17481,6328,4377,7498,6596,2562,70,66
,18705,8483,30062,11666,5872,8893,5445,2914,64,75
,10156,18607,5965,9494,8564,6723,3900,4691,63,87
,6547,3758,2128,1829,6978,10872,5734,1044,74,75
,48370,19864,9800,12786,13754,12086,8856,1928,80,75
,10600,26424,3664,6920,10758,18071,9673,6021,90,53
,22113,43387,22077,1905,9745,15860,5997,4011,91,50
,9742,15784,5178,4180,12351,6640,5479,2656,75,53
,5441,16100,12651,9658,8142,13431,8322,1564,78,54
,107686,41178,13768,15436,5757,8315,5545,2806,64,64
,136130,9263,2773,517,3713,4034,2302,1043,67,57
,78326,29876,25415,15950,4244,11620,10853,10104,66,60
,626277,36532,12189,13717,20233,11819,7344,12268,69,56
,16580,14533,3039,5766,11548,11351,7895,12679,63,70
,15293,6206,13266,18141,9721,6031,6535,4739,63,77
,32680,44672,8548,19900,4097,14364,3437,10164,64,78
,29736,24337,4847,9568,7422,9868,5257,1601,69,70
,790989,18295,6528,10905,19306,12485,4123,1871,66,75
,63474,91541,32919,6448,14352,4406,4025,6167,51,61
,1863281,747449,26025,58945,27197,36467,43044,39700,37,48
,694721,183837,16685,43712,8965,30454,17604,7347,29,44
,885889,106988,27691,32572,18294,16305,5598,8388,17,47
,178011,14452,6634,7365,4146,5115,3371,1525,34,51
,150756,73420,12213,4309,5110,7041,4119,1359,38,64
,581280,46571,7923,1972,4639,5423,2179,1132,38,56
,37692,59284,1680,7534,4603,12264,2609,6577,38,40
,12086,13840,17744,8215,5946,12637,7334,2907,48,44
,214703,149041,49663,36961,44882,19652,8170,4413,48,50
,11530,33245,13415,2679,5690,15766,34941,5211,60,54
,11086,30307,11313,6903,4956,7512,9652,3325,60,67
,65691,63702,21300,21883,24702,29540,11649,16636,57,60
,89106,18479,8857,1144,2782,3140,1570,1022,60,54
,1727,24618,11449,7701,12582,21439,11365,5025,70,53
,19282,10765,6243,7886,23591,12117,3310,1958,77,51
,12666,25658,10989,14200,14886,7639,10188,3285,69,63
,48379,27805,4376,14020,24224,11864,7142,5750,77,57
,6206,8988,3797,2380,4774,15602,9033,1015,84,54
,6649,18507,2872,5933,17179,8436,6358,2205,81,51
,43932,18347,4316,9755,3563,6176,1515,1519,83,50
,13165,19436,1764,8940,3618,18025,5717,3833,77,60
,30799,22532,18492,9226,9949,17005,6108,2702,77,69
,17417,21883,6281,6227,2997,6481,7833,1909,77,66
,715421,35567,12233,10807,11137,8012,14012,2588,70,63
,47199,31790,2486,3841,11283,12322,14241,3985,66,54
,4326,21206,5684,2317,13142,13890,6583,3085,67,43
,149906,68834,16298,12517,7837,9578,5902,3290,63,43
,19628,38757,23261,7332,7107,5837,7393,4854,57,47
,12278,10794,3018,2950,16883,13535,3672,3302,66,48
,286182,330284,10834,3018,4296,12900,5485,6408,43,34
,160463,14287,6585,7696,3940,1899,1547,3843,38,40
,39567,7748,14256,8131,14521,18443,11412,1990,57,38
,6042,5785,2534,6678,5968,9453,4087,8194,56,50
,2061,15207,12502,3674,3041,13318,11235,1261,80,75
,19652,11935,13949,12875,7157,11745,7913,3049,94,77
,10568,10162,5695,8490,15576,11735,9059,3204,91,74
,46964,6531,901,2725,21631,10074,3031,1934,96,57
,32403,47622,15295,3563,2005,7652,9749,4301,83,54
,1741,30091,4689,4342,13876,6976,10436,6727,78,40
,59921,50652,4396,16372,11480,13399,14288,1774,54,50
,6197,4442,18184,2849,10693,6827,14520,2920,63,61
,58254,10096,22256,4240,2183,3288,1858,1041,61,80
,100158,21860,1031,3160,3581,3878,1641,1636,60,74
,7727,10800,17269,7893,20248,11382,10584,2499,61,67
,3768,10643,7608,9964,8571,11307,3472,2290,63,75
,569263,19954,9938,8540,9020,14400,5360,3045,77,63
,21742,13302,4419,6879,4020,8118,6442,3088,83,75
,169213,76287,9248,15245,10043,7287,3245,2057,69,64
,171216,133523,90170,72471,45602,20567,14934,5431,51,67
,86148,46225,20935,7101,12035,19845,5097,3048,48,66
,41714,17501,41090,10900,14838,7233,9028,3047,37,77
,136066,56263,5666,3120,9646,20871,10122,6431,51,67
,62015,48494,11878,7152,3699,8908,5586,2255,56,60
,19600,25246,3709,23001,10224,12273,4717,3015,56,64
,398622,36415,5339,7663,8736,14250,6390,7543,64,47
,10341,16191,12084,6029,8099,12191,5642,2993,64,61
,921169,90177,49800,12724,17363,11753,13238,7632,60,66
,60881,15442,8532,11929,16461,19322,13706,2936,67,61
,23689,8785,17170,12039,6247,9131,6261,4091,77,70
,8097,13262,4825,5852,2375,19594,8241,1848,100,64
,24183,4530,4102,10887,3330,23986,5456,4065,100,66
,16930,62601,1348,11614,6964,10696,10688,12842,90,64
,28670,14405,22210,11675,7793,15358,6756,1515,93,61
,38953,50058,15799,11763,6363,8056,3639,3799,74,64
,9465,6809,6901,13352,5551,7768,7832,3771,74,83
,9709,23338,4964,11792,6866,14851,3277,4284,75,75
,11630,35068,6519,5554,3387,9205,7673,2979,80,69
,573778,28427,13941,11746,3345,20704,22104,10073,77,70
,73352,114166,15965,6499,7274,10530,4540,14034,63,51
,42674,56905,5909,15834,10333,10849,10741,2234,53,48
,29664,29554,8829,7060,8710,11271,11724,2160,56,50
,62167,23766,35911,10384,19107,10170,11864,2366,47,56
,5397,7215,1967,6653,10557,15357,3483,3772,69,61
,354396,25965,21364,22855,11621,8843,5297,2122,69,74
,22418,17229,2180,4017,4353,9945,14712,3482,75,67
,24485,38636,5170,10530,14094,13242,8272,4319,80,54
,6693,8737,5685,13673,4219,17209,7419,1438,77,63
,107374,8392,5490,1711,831,3533,2402,996,81,60
,45055,48787,37500,11337,18565,10423,7955,6420,77,74
,57719,43940,21474,14231,18273,25724,12610,5877,69,69
,22325,51956,6763,3691,5652,11449,8094,3696,67,54
,447421,57235,3922,5086,2477,6256,3069,1526,51,47
,14138,17619,7439,8108,7651,18157,5753,3972,64,43
,16196,11351,1246,6346,5489,27132,9181,5767,78,34
,50901,15384,6221,5801,13983,9751,7298,3036,84,41
,10422,15630,9081,7741,7752,16086,7237,5353,100,53
,4332,4122,3969,4278,5004,17618,10523,5927,100,51
,9533,8166,6674,2046,23925,31317,8860,4242,100,50
,115375,67468,2719,4608,12721,13477,8048,1312,100,37
,156314,34552,16092,14464,6643,9671,14512,3761,90,38
,3788,10826,21441,6353,10553,26900,4671,5085,80,44
,7525,19307,3715,2264,11656,23008,8754,3655,75,41
,13757,13135,7185,15695,8801,18189,7065,3643,83,61
,660074,24819,8432,33325,17706,11729,10116,1949,84,64
,490605,30814,1549,8890,3012,6651,1862,1647,69,57
,63124,65409,26410,20108,14288,10053,12208,1680,50,74
,5742,4685,12786,9171,10460,6546,14272,8973,43,80
,114695,11890,6015,3702,4321,3244,1750,622,41,75
,63068,33129,15035,4671,22331,11209,6306,4105,44,75
,14702,9065,45040,23925,7834,20959,11434,5138,54,87
,21144,23423,13691,7330,7880,12274,7571,3039,56,80
,5807,19525,1553,9398,3917,17742,8374,4374,67,74
,107861,39958,7719,5382,28570,17794,8699,6744,74,66
